Record,LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y,Latitude,Longitude
1829,EAGLESON RD btwn HWY417 IC138 RAMP51 & KATIMAVIK RD,2017,2,0,0,353126.69468,5019789.97763,-75.88362,45.31640
1831,EAGLESON RD btwn OTTAWA ST & BROPHY DR,2017,2,0,0,358824.65053,5005392.55205,-75.81251,45.18643
1846,EARL GREY DR btwn 175 S OF KANATA AVE/WALMART SC & KANATA AVE,2017,2,0,0,350960.54560,5019198.22301,-75.91130,45.31122
1856,EASTVALE DR S @ OGILVIE RD,2017,2,0,0,375466.73100,5035025.59130,-75.59653,45.45159
1865,EDGEWATER ST btwn TERRY FOX DR & HAZELDEAN RD,2017,2,0,0,352070.62491,5017583.41187,-75.89730,45.29661
1866,EDGEWORTH AVE btwn LAWN AVE & CARLING AVE,2017,2,0,0,361203.04716,5025566.07898,-75.77996,45.36777
1884,ELGIN ST @ LISGAR ST,2017,2,0,0,368074.71120,5031345.57610,-75.69150,45.41918
1885,ELGIN ST @ MACLAREN ST,2017,2,0,0,368208.71340,5031126.57490,-75.68982,45.41720
1900,ELGIN ST btwn SLATER ST & LAURIER AVE W (1),2017,2,1,0,367934.70490,5031610.07850,-75.69326,45.42158
1902,ELGIN ST btwn WAVERLEY ST & FRANK ST,2017,2,0,0,368333.70790,5030926.57155,-75.68825,45.41539
1906,ELMIRA DR btwn COBDEN RD & LAMBETH WALK,2017,2,0,0,361455.98827,5024020.93916,-75.77691,45.35384
1919,ENTERPRISE AVE @ MERIVALE RD,2017,2,0,0,365829.70020,5021418.48770,-75.72141,45.33006
1930,ESCALLONIA CRT btwn ESCALLONIA CRT & ESCALLONIA CRT,2017,2,0,0,349759.84609,5015954.26482,-75.92691,45.28211
1936,ESPRIT DR btwn GALLERIA CIRC & BLACKBURN BYPS,2017,2,0,0,385116.55155,5035404.83238,-75.47312,45.45396
1941,EVANS BLVD @ BANK ST,2017,2,1,0,369930.71500,5027031.53960,-75.66836,45.38020
1942,EVANS BLVD btwn BANK ST & WILLOWDALE AVE,2017,2,0,0,369975.84842,5027032.68563,-75.66778,45.38020
1943,EVELYN AVE @ MAIN ST,2017,2,0,0,369038.70880,5030473.57190,-75.67930,45.41125
1956,FAIRMONT AVE @ GLADSTONE AVE,2017,2,1,1,365735.70240,5029344.56290,-75.72163,45.40139
1963,FALLOWFIELD RD @ 482 E OF HOLITMAN DR/BARRHAVE,2017,2,0,0,364166.75640,5017377.06150,-75.74311,45.29384
1965,FALLOWFIELD RD @ HOLITMAN DR,2017,2,0,0,363742.68580,5017134.44410,-75.74854,45.29169
1966,FALLOWFIELD RD @ HWY 416 FALLOWFI IC66R24,2017,2,0,0,360278.39180,5014851.59370,-75.79296,45.27143
1972,FALLOWFIELD RD @ SHEA RD,2017,2,0,0,354014.61010,5011021.38390,-75.87316,45.23743
1975,FALLOWFIELD RD @ TRANSITWAY/VIARAIL,2017,2,0,0,364467.65700,5017549.20600,-75.73925,45.29536
1980,FALLOWFIELD RD btwn CONLEY RD & HUNTLEY RD,2017,2,0,0,350915.35745,5008298.35013,-75.91289,45.21314
2014,FERNBANK RD btwn DWYER HILL RD & MUNSTER RD,2017,2,0,0,344065.46879,5006069.32764,-76.00027,45.19350
2016,FERNBANK RD btwn JINKINSON RD & BLACK'S SIDE RD,2017,2,0,0,347862.31754,5009393.17697,-75.95166,45.22319
2022,FIFTH AVE @ O'CONNOR ST,2017,2,0,0,368718.70700,5029590.56660,-75.68350,45.40333
2023,FIFTH AVE @ QUEEN ELIZABETH DRWY,2017,2,0,0,368836.67890,5029657.73890,-75.68198,45.40393
2024,FIFTH AVE btwn ADELAIDE ST & O'CONNOR ST,2017,2,0,0,368673.90700,5029561.81795,-75.68408,45.40308
2026,FIFTH AVE btwn CHRYSLER ST & PERCY ST,2017,2,0,0,367886.20845,5029094.55590,-75.69420,45.39895
2033,FIFTH LINE RD btwn GREENLAND RD & BERRY SIDE RD,2017,2,0,0,345742.21844,5031839.97866,-75.97680,45.42530
2035,FINDLAY AVE @ TORRINGTON PL,2017,2,0,0,367933.70620,5028789.54930,-75.69363,45.39620
2039,FINDLAY CREEK DR btwn NETLEY CIRC & KELLY FARM DR,2017,2,0,0,375322.95239,5020008.41074,-75.60051,45.31648
2051,FISHER AVE @ NORMANDY CRES S,2017,2,0,0,366868.70800,5024340.51980,-75.70779,45.35626
2054,FISHER AVE @ TUNIS AVE,2017,2,0,0,365496.69910,5027596.53410,-75.72490,45.38568
2055,FISHER AVE @ VIEWMOUNT DR,2017,2,0,0,366918.70930,5024209.50710,-75.70717,45.35508
2061,FISHER AVE btwn FOREST PARK AVE & MEADOWLANDS DR,2017,2,0,1,366547.88545,5025111.98450,-75.71179,45.36323
2063,FISHER AVE btwn MEADOWLANDS DR & URBISCI PRIV,2017,2,1,0,366618.64882,5024945.81246,-75.71091,45.36173
2064,FISHER AVE btwn TRENT ST & 220 S OF TRENT ST,2017,2,0,0,365828.13013,5026827.01365,-75.72076,45.37873
2065,FITZGERALD RD @ ROBERTSON RD,2017,2,0,1,356789.57560,5020289.29860,-75.83685,45.32063
2074,FLEWELLYN RD btwn DWYER HILL RD & MUNSTER RD,2017,2,0,0,344980.81405,5005033.25402,-75.98870,45.18412
2075,FLEWELLYN RD btwn MUNSTER RD & CONLEY RD,2017,2,0,0,347293.86957,5007083.92347,-75.95910,45.20244
2076,FLEWELLYN RD btwn NO NAME & BLACK'S SIDE RD,2017,2,0,0,350074.94810,5009568.22857,-75.92347,45.22462
2082,FLORA ST @ KENT ST,2017,2,0,0,367828.71340,5030323.56740,-75.69477,45.41001
2085,FLOWER AVE @ WOODROFFE AVE,2017,2,1,0,361811.68010,5026115.53110,-75.77212,45.37266
2090,FORESTBROOK ST @ OLD SECOND LINE RD,2017,2,0,0,348355.51290,5022892.54410,-75.94420,45.34463
2095,FOUR SEASONS DR btwn SCHOLARS CRT & SHADETREE CRES,2017,2,0,0,366385.95359,5024010.93500,-75.71399,45.35334
2096,FOUR SEASONS DR btwn SHADETREE CRES & SHADETREE CRES,2017,2,0,0,366569.24264,5023983.61894,-75.71166,45.35308
2104,FOURTH LINE RD btwn DILWORTH RD & DONNELLY DR,2017,2,0,0,371357.42108,4993952.38159,-75.65457,45.08242
2112,FOXLIGHT CIR btwn FOXLIGHT CIR & FOXLIGHT CIR,2017,2,0,0,356747.11175,5015630.76540,-75.83788,45.27871
2122,FRANK KENNY RD btwn JONQUILLE WAY & WILHAVEN DR,2017,2,0,0,386801.27802,5040151.13965,-75.45079,45.49646
2128,FRANK ST btwn BANK ST & O'CONNOR ST,2017,2,0,0,367972.20710,5030651.06955,-75.69290,45.41294
2129,FRANK ST btwn ELGIN ST & CARTIER ST,2017,2,0,0,368434.20790,5030934.07155,-75.68696,45.41545
2133,FRANKTOWN RD btwn CONLEY RD & JOY'S RD,2017,2,0,0,354145.55501,5003841.02505,-75.87221,45.17281
2167,GEORGE ST btwn 26 W OF BYWARD MARKET/FREIMAN MALL & BY WARD MARKET SQ,2017,2,0,0,368007.95410,5032202.98300,-75.69224,45.42690
2178,GILBEY DR @ MERIVALE RD,2017,2,0,0,364681.69920,5024719.52640,-75.73566,45.35986
2201,GLADSTONE AVE @ PRESTON ST,2017,2,0,0,366489.70600,5029712.55840,-75.71196,45.40463
2211,GLADSTONE AVE btwn PERCY ST & BAY ST,2017,2,0,0,367395.70490,5030247.56655,-75.70032,45.40937
2213,GLANDRIEL CRES btwn TIMBERTRAIL TER & CLENDENAN CRES,2017,2,0,0,386977.58209,5037834.33453,-75.44892,45.47560
2226,GLOUCESTER ST @ LYON ST,2017,2,0,0,367194.69810,5031001.57280,-75.70279,45.41617
2228,GLOUCESTER ST @ O'CONNOR ST,2017,2,0,1,367678.70940,5031292.58090,-75.69657,45.41874
2231,GLOUCESTER ST btwn KENT ST & BANK ST,2017,2,0,0,367440.70410,5031148.57455,-75.69963,45.41747
2232,GLOUCESTER ST btwn LYON ST N & KENT ST,2017,2,0,0,367276.13138,5031050.19331,-75.70174,45.41660
2252,GOOSE RIVER AVE btwn GOLDENEYE WAY & ROCKY HARBOUR CRES,2017,2,0,0,368798.18545,5016217.95160,-75.68422,45.28300
2258,GOULBOURN FORCED RD @ KANATA AVE,2017,2,0,0,349777.12490,5020353.56000,-75.92629,45.32169
2260,GOULBOURN FORCED RD btwn KANATA ROCKERIES PRIV & KANATA AVE,2017,2,0,0,349591.50942,5020637.26932,-75.92863,45.32426
2261,GOULBOURN FORCED RD btwn TERRY FOX DR & KANATA ROCKERIES PRIV,2017,2,0,0,349340.68099,5021920.68355,-75.93171,45.33582
2272,GRANT CARMAN DR @ VIEWMOUNT DR,2017,2,0,0,365434.70470,5023081.50820,-75.72625,45.34506
2275,GRASSY PLAINS DR @ STONEHAVEN DR,2017,2,0,1,356204.63780,5015964.43110,-75.84476,45.28176
2276,GRASSY PLAINS DR btwn FARMFIELD CRES & STONEHAVEN DR,2017,2,0,0,356128.74359,5015916.90832,-75.84573,45.28133
2287,GREENBANK RD @ BELLMAN DR/BATEMAN DR,2017,2,0,0,361256.67550,5021017.48890,-75.77979,45.32684
2291,GREENBANK RD @ HARRISON ST/ASHGROVE CRES,2017,2,0,0,360839.68170,5022007.49450,-75.78500,45.33578
2292,GREENBANK RD @ HIGHBURY PARK DR,2017,2,0,0,363615.92570,5015523.04850,-75.75035,45.27720
2297,GREENBANK RD @ LARKIN DR,2017,2,0,0,363176.67790,5016506.45340,-75.75583,45.28609
2315,GREENBANK RD btwn HWY417 IC129 RAMP35 & HWY417 IC129 RAMP25,2017,2,0,0,360495.49960,5023407.29505,-75.78923,45.34840
2320,GREENBANK RD btwn NE/OT BOUNDARY & MONTEREY DR,2017,2,0,0,360635.78490,5022494.87700,-75.78755,45.34018
2321,GREENBANK RD btwn STRANDHERD DR & MARKETPLACE AVE,2017,2,0,0,363971.02040,5014693.30850,-75.74592,45.26971
2337,GREENVIEW AVE btwn DON ST & CARLING AVE,2017,2,0,0,359955.51993,5024843.87759,-75.79596,45.36137
2343,GRENON AVE btwn MICHELE DR & RICHMOND RD,2017,2,0,0,359727.99909,5024084.08739,-75.79895,45.35455
2352,GUIGUES AVE @ KING EDWARD AVE,2017,2,0,0,368201.70230,5032902.58640,-75.68968,45.43318
2353,GUIGUES AVE btwn CUMBERLAND ST & KING EDWARD AVE,2017,2,0,0,368142.20300,5032864.08990,-75.69044,45.43284
2373,HALYARD WAY btwn BRETTONWOOD RIDGE & CLONRUSH WAY,2017,2,0,0,349052.93009,5018471.98094,-75.93569,45.30481
2387,HARMER AVE   N btwn WELLINGTON ST W & BYRON AVE,2017,2,0,0,364819.19645,5028993.05645,-75.73338,45.39830
2391,HARTHILL WAY btwn TARTAN DR & BROXBURN CRES,2017,2,0,0,362667.45169,5013727.88982,-75.76265,45.26113
2395,HARVEST VALLEY AVE btwn SPARKMAN AVE & END,2017,2,0,1,384782.81245,5034427.84340,-75.47754,45.44520
2398,HARVEST VALLEY AVE/SWEETVALLEY DR @ TENTH LINE RD,2017,2,0,0,384868.42490,5034466.78490,-75.47644,45.44555
2412,HAWTHORNE RD btwn AGES DR & STEVENAGE DR,2017,2,0,0,375054.53640,5027515.65301,-75.60287,45.38406
2414,HAWTHORNE RD btwn DAVIDSON RD & LEITRIM RD,2017,2,0,0,376661.49820,5023609.79775,-75.58292,45.34875
2415,HAWTHORNE RD btwn HAWTHORNE RD & WHYTE SIDE RD,2017,2,0,0,375892.16274,5025463.98904,-75.59247,45.36551
2416,HAWTHORNE RD btwn HUNT CLUB RD & HAWTHORNE RD,2017,2,0,0,375522.68300,5026369.85800,-75.59706,45.37370
2422,HAZEL ST @ MAIN ST,2017,2,1,0,369166.71440,5030173.55290,-75.67770,45.40854
2428,HAZELDEAN RD @ HAZELDEAN RD 2,2017,2,0,0,351543.99930,5016629.97540,-75.90410,45.28807
2432,HAZELDEAN RD @ SPRINGBROOK DR,2017,2,0,0,349870.58860,5015110.43870,-75.92557,45.27451
2438,HAZELDEAN RD btwn CASTLEFRANK RD & 246 E OF CASTLEFRANK RD,2017,2,1,0,352768.04991,5017759.31818,-75.88839,45.29815
2441,HAZELDEAN RD btwn GO/KA BOUNDARY & KINCARDINE DR,2017,2,0,0,351799.68734,5016864.58546,-75.90082,45.29016
2468,HENRY FARM DR @ MAITLAND AVE,2017,2,0,0,363848.69320,5025152.51820,-75.74624,45.36383
2476,HERON RD @ BRIAR HILL DR/SANDALWOOD DR,2017,2,0,0,371452.72780,5027012.53770,-75.64893,45.37988
2478,HERON RD @ FINN CRT,2017,2,0,0,370831.48920,5026945.11120,-75.65687,45.37934
2479,HERON RD @ JUNCTION AVE,2017,2,1,0,369217.72200,5026760.54340,-75.67750,45.37782
2482,HERON RD btwn BANK ST & EDGE HILL PL,2017,2,0,0,370122.74817,5026871.21915,-75.66593,45.37874
2489,HERON RD btwn WILDWOOD AVE & BANK ST,2017,2,0,0,369964.64438,5026848.24178,-75.66795,45.37854
2493,HERON RD WB btwn HERON RD WB OFF RAMP/VINCENT MASSEY PARK & RIVERSIDE,2017,2,0,0,368012.42505,5026635.73150,-75.69290,45.37681
2494,HERON RD WB btwn PRINCE OF WALES DR & HERON RD WB ON RAMP/VINCENT MASS,2017,2,0,0,367340.72691,5026513.85871,-75.70149,45.37578
2497,HERRIDGE ST @ MAIN ST,2017,2,1,0,369218.71180,5030048.55080,-75.67705,45.40741
2503,HERZBERG RD btwn LEGGET DR & CARLING AVE,2017,2,0,0,351952.12300,5022502.49660,-75.89834,45.34089
2507,HIGHCROFT DR @ MANOTICK MAIN ST,2017,2,0,0,368614.70390,5009988.39420,-75.68735,45.22697
2526,HIGHWAY 416 btwn HWY416 IC57 RAMP34 & HWY416 IC57 RAMP43,2017,2,0,0,364580.42605,5008267.23450,-75.73893,45.21183
2531,HIGHWAY 416 btwn HWY416 IC66 RAMP52 & HWY416 IC66 RAMP24,2017,2,0,0,360221.46587,5014541.71721,-75.79372,45.26865
2536,HIGHWAY 416 btwn HWY416 IC72 RAMP34 & HWY416 IC72 RAMP63,2017,2,0,0,359418.67269,5019669.60214,-75.80339,45.31485
2538,HIGHWAY 416 btwn HWY416 IC72 RAMP63 & HWY416 IC72 RAMP53,2017,2,0,0,359697.97452,5019187.60408,-75.79988,45.31049
2541,HIGHWAY 416 btwn HWY416 IC75B RAMP25 & HWY416 IC75A RAMP26,2017,2,0,0,358734.40805,5021987.61379,-75.81186,45.33576
2542,HIGHWAY 416 btwn HWY417 IC131 RAMP53 & HWY416 IC75A RAMP43,2017,2,0,0,358610.53069,5022112.69858,-75.81343,45.33690
2547,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,2017,2,0,0,339487.33055,5019358.49184,-76.05761,45.31332
2550,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC110 RAMP54,2017,2,0,0,375507.72879,5029783.82402,-75.59676,45.40442
2554,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP36,2017,2,0,0,349861.43487,5018002.04123,-75.92543,45.30053
2558,HIGHWAY 417 btwn HWY417 IC104 RAMP16 & HWY417 IC104 RAMP61,2017,2,0,0,380278.25897,5025898.46200,-75.53642,45.36896
2563,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56,2017,2,0,0,375753.64577,5029431.82485,-75.59367,45.40123
2566,HIGHWAY 417 btwn HWY417 IC112 RAMP64 & HIGHWAY 417,2017,2,0,0,375063.80971,5030665.57595,-75.60230,45.41240
2576,HIGHWAY 417 btwn HWY417 IC117 RAMP26 & HWY417 IC117 RAMP61,2017,2,0,0,370979.79731,5031293.65506,-75.65439,45.41845
2583,HIGHWAY 417 btwn HWY417 IC118 RAMP76 & HWY417 IC118 RAMP67,2017,2,0,0,369457.96215,5031058.14603,-75.67387,45.41647
2633,HIGHWAY 417 btwn HWY417 IC138 RAMP51 & HWY417 IC138 RAMP35,2017,2,0,0,352643.14003,5020001.31834,-75.88976,45.31833
2643,HIGHWAY 417 btwn HWY417 IC142 RAMP16 & HWY417 IC142 RAMP61,2017,2,0,0,349102.53571,5017416.42438,-75.93515,45.29530
2660,HIGHWAY 417 btwn HWY417 IC169 RAMP25 & HWY417 IC163 RAMP51,2017,2,0,0,328272.27238,5022931.88666,-76.20047,45.34594
2661,HIGHWAY 417 btwn HWY417 IC169 RAMP26 & HWY417 IC169 RAMP61,2017,2,0,0,325820.09698,5024600.97510,-76.23169,45.36104
2666,HIGHWAY 417 btwn HWY417 IC180 RAMP51 & HWY417 IC180 RAMP35,2017,2,0,0,317849.68801,5031021.80355,-76.33326,45.41901
2667,HIGHWAY 417 btwn HWY417 IC180 RAMP61 & HWY417 IC169 RAMP36,2017,2,0,0,322135.35814,5028489.16571,-76.27859,45.39613
2680,HIGHWAY 7 btwn ASHTON STATION RD & OVERPASS RD,2017,2,0,0,340384.48444,5004193.56604,-76.04725,45.17681
2682,HIGHWAY 7 btwn HWY 7 HAZELDEAN RD IC RAMP 34 & HAZELDEAN RD IC RAMP 63,2017,2,0,0,346342.03701,5012754.18804,-75.97074,45.25352
2694,HINCHEY AVE btwn LADOUCEUR ST & OXFORD ST,2017,2,0,0,365184.19700,5029593.06150,-75.72865,45.40367
2711,HOLLAND AVE @ RUSKIN ST,2017,2,0,0,365279.70230,5028350.55690,-75.72758,45.39248
2712,HOLLAND AVE @ SPENCER ST,2017,2,0,1,364832.70120,5029372.55560,-75.73316,45.40172
2717,HOLLAND AVE btwn INGLEWOOD PL & CARLING AVE,2017,2,0,0,365379.19890,5028123.54845,-75.72634,45.39043
2719,HOLLAND AVE btwn SPENCER ST & ARMSTRONG ST,2017,2,0,0,364847.69590,5029339.55945,-75.73297,45.40142
2723,HOLLY ACRES RD @ CARLING AVE,2017,2,0,0,358234.65630,5023497.51840,-75.81807,45.34939
2736,HOPEWELL AVE @ SENECA ST,2017,2,0,0,368265.26000,5028203.88410,-75.68947,45.39090
2741,HUNT CLUB RD @ CANADAIR PRIV,2017,2,0,0,368662.71740,5022311.49390,-75.68516,45.33784
2743,HUNT CLUB RD @ LINDBERGH PRIV,2017,2,0,0,368362.89920,5022133.93670,-75.68900,45.33627
2745,HUNT CLUB RD @ MALAK ST,2017,2,0,0,374193.73500,5025653.51650,-75.61412,45.36739
2747,HUNT CLUB RD @ PIKE ST/MAPLE PARK PRIV,2017,2,0,0,373296.73850,5025088.51200,-75.62565,45.36239
2750,HUNT CLUB RD btwn BILLY BISHOP PRIV & HUNT CLUB PL,2017,2,0,0,369281.62312,5022680.60750,-75.67721,45.34111
2763,HUNT CLUB RD btwn TURN LANE & TURN LANE (1),2017,2,0,0,371708.79534,5024268.98011,-75.64603,45.35517
2764,HUNT CLUB RD btwn WEST HUNT CLUB RD & TURN LANE,2017,2,0,0,367866.88269,5021896.83486,-75.69536,45.33419
2765,HUNT CLUB RD EB btwn 275 E OF HAWTHORNE RD/OC TRANSPO TURNAROUND & HAWTHORNE RD,2017,2,0,0,375623.41874,5026465.82027,-75.59576,45.37455
2766,HUNT CLUB RD EB btwn 275 E OF HAWTHORNE RD/OC TRANSPO TURNAROUND & HWY417 HUNT CLUB IC108 RAMP25,2017,2,0,0,376113.29645,5026761.78189,-75.58946,45.37717
2767,HUNT CLUB RD WB btwn 275 E OF HAWTHORNE RD/OC TRANSPO TURNAROUND & HAWTHORNE RD,2017,2,0,0,375613.23396,5026476.79762,-75.59589,45.37465
2785,HUNTMAR DR @ RICHARDSON SIDE RD,2017,2,0,0,348208.58530,5018982.46250,-75.94641,45.30945
2792,HURON AVE @ SPENCER ST,2017,2,0,0,364756.70120,5029338.56230,-75.73414,45.40142
2803,HWY 417 MOODIE IC134R52 @ MOODIE DR,2017,2,0,0,356458.64480,5022042.49790,-75.84089,45.33643
2806,HWY 417 RIVERSID IC117R53 @ RIVERSIDE DR,2017,2,0,0,370770.71550,5030914.55440,-75.65711,45.41506
2818,HWY 417 WALKLEY IC110R64 @ WALKLEY EXTENSION R,2017,2,0,0,375988.74240,5029175.53660,-75.59070,45.39890
2822,HWY 417 WOODROFF IC127R63 @ WOODROFFE AVE,2017,2,0,0,362110.27750,5024871.51100,-75.76846,45.36145
2832,HWY417 IC104 RAMP51 btwn HIGHWAY 417 & ANDERSON RD,2017,2,0,0,379895.98641,5025822.08069,-75.54131,45.36832
2836,HWY417 IC110 RAMP55 btwn WALKLEY EXTENSION RD & HIGHWAY 417,2017,2,0,0,375777.23920,5028840.35656,-75.59345,45.39590
2846,HWY417 IC115 RAMP36 btwn HIGHWAY 417 & TRANSIT,2017,2,0,0,372240.33393,5031515.82062,-75.63826,45.42033
2851,HWY417 IC117 RAMP51 btwn HIGHWAY 417 & HWY417 IC117 RAMP53,2017,2,0,0,370593.20950,5031118.42720,-75.65935,45.41691
2855,HWY417 IC118 RAMP52 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP62,2017,2,0,0,369484.49903,5031027.93151,-75.67353,45.41620
2860,HWY417 IC121A RAMP16 btwn HIGHWAY 417 & RAYMOND ST,2017,2,0,0,367072.00283,5029696.16539,-75.70452,45.40443
2862,HWY417 IC121B RAMP51 btwn HIGHWAY 417 & ROCHESTER ST,2017,2,0,0,366677.48163,5029516.99572,-75.70958,45.40286
2865,HWY417 IC124 RAMP67 btwn CARLING AVE & HIGHWAY 417,2017,2,0,0,364473.23276,5027631.93204,-75.73796,45.38609
2872,HWY417 IC127 RAMP62 btwn WOODROFFE AVE & HWY417 IC127 RAMP68,2017,2,0,0,362098.43521,5024968.45156,-75.76860,45.36232
2877,HWY417 IC129 RAMP61 btwn HWY417 IC129 RAMP63 & HIGHWAY 417,2017,2,0,0,360590.43151,5023713.50900,-75.78799,45.35115
2886,HWY417 IC138 RAMP61 btwn HWY417 IC138 RAMP62 & HIGHWAY 417,2017,2,0,0,353408.00769,5020545.81591,-75.87996,45.32318
2889,HWY417 IC140 RAMP36 btwn TERRY FOX DR & HIGHWAY 417,2017,2,0,0,350722.05026,5018492.19070,-75.91441,45.30488
2892,HWY417 IC144 RAMP61 btwn HWY417 IC144 RAMP63 & HIGHWAY 417,2017,2,0,0,347654.76837,5016115.56415,-75.95372,45.28369
2898,HWY417 IC88 RAMP16 btwn HIGHWAY 417 & ROCKDALE RD,2017,2,0,1,395483.88000,5022585.56468,-75.34295,45.33736
2903,IMPERIAL AVE btwn BRONSON AVE & CHAMBERLAIN AVE,2017,2,0,0,367341.09718,5029657.21494,-75.70109,45.40406
2905,INDUSTRIAL AVE @ NEIGHBORHOOD WAY,2017,2,0,0,371092.72170,5030527.55710,-75.65305,45.41154
2916,INNES RD @ 215 W OF CYRVILLE RD/HOME DEPOT W,2017,2,0,0,374863.88560,5031000.78380,-75.60481,45.41543
2917,INNES RD @ 240 E OF TENTH LINE RD/HOME DEPOT E,2017,2,0,1,384168.11000,5036256.42000,-75.48510,45.46173
2933,INNES RD @ STONEHENGE CRES W,2017,2,0,0,375199.74120,5031216.56360,-75.60049,45.41734
2939,INNES RD btwn 173 W OF ORIENT PARK DR & ORIENT PARK DR,2017,2,0,0,378244.78599,5032991.40127,-75.56132,45.43300
2940,INNES RD btwn 260 E OF BELCOURT BLVD/WALMART SC & JEANNE D'ARC BLVD/ME,2017,2,0,0,382491.84605,5035484.41075,-75.50666,45.45497
2946,INNES RD btwn FRANK KENNY RD & O'TOOLE RD,2017,2,0,0,388747.67562,5038158.76355,-75.42623,45.47831
2949,INNES RD btwn HWY417 IC112 RAMP58 & HWY417 IC112 RAMP57,2017,2,0,0,374262.52727,5030732.21719,-75.61253,45.41308
2950,INNES RD btwn HWY417 IC112 RAMP65 & HWY417 IC112 RAMP56,2017,2,0,0,374453.15333,5030844.93353,-75.61008,45.41407
2952,INNES RD btwn INDUSTRIAL AVE & BANTREE ST,2017,2,0,0,373401.30134,5030207.86564,-75.62361,45.40845
2955,INNES RD btwn ORCHARDVIEW AVE & PORTOBELLO BLVD,2017,2,0,0,385234.29890,5036735.92659,-75.47139,45.46592
2957,INNES RD btwn O'TOOLE RD & DUNNING RD,2017,2,0,0,390384.02752,5038817.05375,-75.40519,45.48403
2964,INNES RD btwn TENTH LINE RD & 240 E OF TENTH LINE RD/HOME DEPOT E,2017,2,0,0,384075.08950,5036207.79660,-75.48630,45.46130
2966,INNES RD btwn VISENEAU DR & BELCOURT BLVD,2017,2,0,0,381960.55636,5035169.43159,-75.51350,45.45219
2990,ISABELLA ST btwn CHAMBERLAIN AVE & O'CONNOR ST,2017,2,0,0,368186.44060,5030242.00994,-75.69022,45.40924
2994,ISLAND PARK DR @ HELENA ST,2017,2,0,0,364413.70310,5028239.55620,-75.73865,45.39156
3001,ISLAND PARK DR btwn CLEARVIEW AVE & OTTAWA RIVER PKWY,2017,2,0,0,363489.69055,5029385.06055,-75.75031,45.40194
3013,JAMES ST @ KENT ST,2017,2,0,0,367659.71350,5030598.57390,-75.69690,45.41250
3014,JAMES ST btwn BAY ST & LYON ST N,2017,2,0,0,367437.20490,5030465.56845,-75.69976,45.41132
3017,JASMINE CRES btwn OGILVIE RD & BEAVERHILL DR,2017,2,0,1,375520.32070,5034036.45394,-75.59599,45.44268
3021,JEANNE D'ARC BLVD  N btwn DECARIE DR & BILBERRY DR,2017,2,0,0,381028.39935,5038549.22500,-75.52489,45.48271
3024,JEANNE D'ARC BLVD  N btwn ORLEANS BLVD & MILLWOOD CRT,2017,2,0,0,380107.03743,5038135.52959,-75.53674,45.47908
3029,JEANNE D'ARC BLVD  S btwn ST. JOSEPH BLVD & WOODCLIFFE PRIV,2017,2,0,0,379962.08173,5036324.49764,-75.53887,45.46280
3033,JEANNE D'ARC BLVD @ MONTCERF CRT,2017,2,1,0,381117.75340,5036286.58310,-75.52410,45.46234
3039,JEANNE D'ARC BLVD @ VORLAGE DR W/VOYAGEUR WAY,2017,2,0,0,379267.72970,5037741.59360,-75.54753,45.47563
3044,JINKINSON RD btwn FERNBANK RD & HAZELDEAN RD,2017,2,0,0,344894.71764,5010361.52795,-75.98937,45.23207
3046,JOCKVALE RD @ LONGFIELDS DR,2017,2,0,0,364829.29000,5014001.03000,-75.73507,45.26341
3048,JOCKVALE RD btwn BREN-MAUR RD & RIVERSTONE DR,2017,2,0,0,365028.61299,5013737.19168,-75.73256,45.26101
3052,JOCKVALE RD btwn WEYBRIDGE DR & TARTAN DR,2017,2,0,1,362922.98194,5014967.80802,-75.75925,45.27226
3055,JOHN QUINN RD @ MITCH OWENS RD,2017,2,0,0,380591.78280,5017701.46880,-75.53368,45.29518
3059,JOHN QUINN RD btwn STONE SCHOOL RD & BANK ST,2017,2,0,0,383223.24079,5011364.13641,-75.50113,45.23787
3068,JOHNWOODS ST btwn JOSEPH CIRC & HAZELDEAN RD,2017,2,0,0,350092.47854,5015504.80980,-75.92271,45.27804
3070,JOLIFFE ST btwn ST. LAURENT BLVD & MARTHA AVE,2017,2,0,0,373791.23455,5028432.04355,-75.61887,45.39243
3078,KANATA AVE @ GOLDRIDGE DR/EVANSHEN PL,2017,2,0,0,350286.59260,5019728.82450,-75.91985,45.31604
3082,KANATA AVE btwn CAMPEAU DR & EARL GREY DR,2017,2,0,0,350762.61736,5019306.99292,-75.91381,45.31221
3089,KATIMAVIK RD @ CURRAN ST/DAVIS AVE,2017,2,0,0,351461.60690,5018494.45540,-75.90498,45.30485
3097,KELLY AVE @ MONCTON RD,2017,2,0,0,360355.67860,5023984.50540,-75.79095,45.35361
3098,KELLY AVE @ PINECREST RD,2017,2,0,0,360277.68250,5023953.51240,-75.79195,45.35333
3105,KENT ST @ MACLAREN ST,2017,2,0,0,367572.71030,5030742.56780,-75.69799,45.41380
